col1,col2
po00026500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d0f21a55724270000041
po00027500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d0fa1a55724270000042
po00027600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1021a55724270000043
po00027700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1061a55724270000044
po00028200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d10d1a55724270000045
po00028400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1131a55724270000046
po00028800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1211a55724270000048
po00029500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1291a55724270000049
po00029600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1301a5572427000004a
po00029700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1361a5572427000004b
po00029800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d13e1a5572427000004c
po00029900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1451a5572427000004d
po00030000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d14c1a5572427000004e
po00030600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d15c1a55724270000050
po00030700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1621a55724270000051
po00030800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d16b1a55724270000052
po00031000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1731a55724270000053
po00032300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d17a1a55724270000054
po00032400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1811a55724270000055
po00033100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d18b1a55724270000056
po00033200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1941a55724270000057
po00033300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d19c1a55724270000058
po00033400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1a41a55724270000059
po00033500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1ac1a5572427000005a
po00033700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1b61a5572427000005b
po00033800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1c11a5572427000005c
po00034000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1cb1a5572427000005d
po00034100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1d51a5572427000005e
