col1,col2
開港111年　函館港まつり__498,po00000200.jpg
開港109年記念　函館港まつり__499,po00000500.jpg
開港108年記念　函館港まつり__500,po00000600.jpg
函館市港まつり__501,po00001100.jpg
開港119年記念函館港まつり__502,po00001500.jpg
開港百十八年記念函館港まつり__503,po00001700.jpg
開港116年記念　ペリー来航120周年　函館港まつり__504,po00001800.jpg
開港百十三年記念　函館港まつり__505,po00002000.jpg
開港121年記念　函館港まつり__506,po00002700.jpg
はこだて　__507,po00003200.jpg
第10回箱館五稜郭祭__508,po00003500.jpg
はこだて　__509,po00004100.jpg
はこだて　__510,po00004200.jpg
はこだて　__511,po00004300.jpg
はこだて　__512,po00004400.jpg
函館　[函館観光ポスター]__513,po00004500.jpg
函館　__514,po00004600.jpg
函館　[函館観光ポスター]__515,po00004700.jpg
はこだて　__516,po00004800.jpg
家庭と青少年の日__517,po00005800.jpg
たすけあって共同募金__518,po00005900.jpg
発明の日__519,po00006000.jpg
春の交通安全　道民総ぐるみ運動__520,po00006100.jpg
交通安全__521,po00006200.jpg
港まつり__522,po00006300.jpg
函館開港百年記念展__523,po00006700.jpg
東日本名物名産共進展　__524,po00006800.jpg
函館開港百年祭__525,po00007000.jpg
古代カルタゴ美術展__526,po00007200.jpg
ART DEKO ガラスの美__527,po00007500.jpg
札幌オリンピックを成功させよう__528,po00007700.jpg
開港103年記念　函館港まつり__529,po00008200.jpg
開港九十年港まつり記念　昭和23年度函館観光写真コンクール__530,po00008300.jpg
開港105年記念　’63はこだて港まつり__531,po00008400.jpg
開港九十年記念　函館港まつり__532,po00008500.jpg
水道の普及と料金　__533,po00008700.jpg
1952ヘルシンキオリンピックへ選手を送りましょう__534,po00009200.jpg
第11回札幌オリンピック冬季大会会場予定図__535,po00009300.jpg
XI　Olympic Winter Games__536,po00009600.jpg
第26回学生広告論文電通賞募集__537,po00009700.jpg
第26回学生広告論文電通賞募集__538,po00009800.jpg
ハイカラ絵日記__539,po00010100.jpg
港まつり__540,po00010200.jpg
開港98年　はこだて港まつり__541,po00010300.jpg
開港106年　はこだて港まつり__542,po00010400.jpg
港まつり福引大売出し__543,po00010500.jpg
開港97年はこだて港まつり__544,po00010900.jpg
開港九十四周年・北洋漁業再開記念　港まつり__545,po00011000.jpg
松竹大歌舞伎特別公演__546,po00011100.jpg
開港九十五周年　港まつり__547,po00011400.jpg
開港107年記念はこだて港まつり__548,po00011500.jpg
優良児童図書展示会__549,po00011700.jpg
市民のための大学開放講座__550,po00011800.jpg
平成6年度特別展　箱館夢日記＝箱館と南部藩＝__551,po00012000.jpg
寺崎広業展__552,po00012100.jpg
冬の交通事故防止運動__553,po00012300.jpg
港まつり__554,po00013900.jpg
みんなで一掃き　たのしい一日__555,po00016500.jpg
開館5周年記念　夷酋列像200年　蠣崎波響とその時代展__556,po00018000.jpg
6月1日～7日　水道週間__557,po00018300.jpg
青少年のために__558,po00018900.jpg
呼んでる待ってる北方領土__559,po00019000.jpg
国際フォトニュース　かけ声の仲間__560,po00019600.jpg
海外研修生募集__561,po00019800.jpg
国をささえる若い力　自衛官募集__562,po00019900.jpg
国際フォトニュース　富士に鍛える__563,po00020000.jpg
国際フォトニュース　大空の祭典__564,po00020100.jpg
赤十字看護学生募集__565,po00020200.jpg
第19回　三国バレエ発表会__566,po00020500.jpg
きょうは税の相談日よ__567,po00020600.jpg
たすけあって！赤い羽根のよろこびを__568,po00020800.jpg
正しい計量　明るい社会__569,po00020900.jpg
明るい家庭に明るい子供__570,po00021100.jpg
警察官採用__571,po00021200.jpg
春の交通安全運動__572,po00021300.jpg
